id,title,abstract,math,physics,q-bio,q-fin,stat
704.0026,"placeholder substructures ii: meta-fractals, made of box-kites, fill   infinite-dimensional skies","zero-divisors (zds) derived by cayley-dickson process (cdp) from n-dimensional hypercomplex numbers (n a power of 2, at least 4) can represent singularities and, as n approaches infinite, fractals -- and thereby,scale-free networks. any integer greater than 8 and not a power of 2 generates a meta-fractal or ""sky"" when it is interpreted as the ""strut constant"" (s) of an ensemble of octahedral vertex figures called ""box-kites"" (the fundamental building blocks of zds). remarkably simple bit-manipulation rules or ""recipes"" provide tools for transforming one fractal genus into others within the context of wolfram's class 4 complexity.",1,0,0,0,0
704.0028,"pfaffians, hafnians and products of real linear functionals",we prove pfaffian and hafnian versions of lieb's inequalities on determinants and permanents of positive semi-definite matrices. we use the hafnian inequality to improve the lower bound of r\'ev\'esz and sarantopoulos on the norm of a product of linear functionals on a real euclidean space (this subject is sometimes called the `real linear polarization constant' problem).,1,0,0,0,0
704.004,multilinear function series in conditionally free probability with   amalgamation,"as in the cases of freeness and monotonic independence, the notion of conditional freeness is meaningful when complex-valued states are replaced by positive conditional expectations. in this framework, the paper presents several positivity results, a version of the central limit theorem and an analogue of the conditionally free r-transform constructed by means of multilinear function series.",1,0,0,0,0
704.0041,quantum group of isometries in classical and noncommutative geometry,"we formulate a quantum generalization of the notion of the group of riemannian isometries for a compact riemannian manifold, by introducing a natural notion of smooth and isometric action by a compact quantum group on a classical or noncommutative manifold described by spectral triples, and then proving the existence of a universal object (called the quantum isometry group) in the category of compact quantum groups acting smoothly and isometrically on a given (possibly noncommutative) manifold satisfying certain regularity assumptions. in fact, we identify the quantum isometry group with the universal object in a bigger category, namely the category of `quantum families of smooth isometries', defined along the line of woronowicz and soltan. we also construct a spectral triple on the hilbert space of forms on a noncommutative manifold which is equivariant with respect to a natural unitary representation of the quantum isometry group. we give explicit description of quantum isometry groups of commutative and noncommutative tori, and in this context, obtain the quantum double torus defined in \cite{hajac} as the universal quantum group of holomorphic isometries of the noncommutative torus.",1,0,0,0,0
704.0046,a limit relation for entropy and channel capacity per unit cost,"in a quantum mechanical model, diosi, feldmann and kosloff arrived at a conjecture stating that the limit of the entropy of certain mixtures is the relative entropy as system size goes to infinity. the conjecture is proven in this paper for density matrices. the first proof is analytic and uses the quantum law of large numbers. the second one clarifies the relation to channel capacity per unit cost for classical-quantum channels. both proofs lead to generalization of the conjecture.",1,0,0,0,0
704.0049,an algorithm for the classification of smooth fano polytopes,"we present an algorithm that produces the classification list of smooth fano d-polytopes for any given d. the input of the algorithm is a single number, namely the positive integer d. the algorithm has been used to classify smooth fano d-polytopes for d<=7. there are 7622 isomorphism classes of smooth fano 6-polytopes and 72256 isomorphism classes of smooth fano 7-polytopes.",1,0,0,0,0
704.0053,a global approach to the theory of special finsler manifolds,"the aim of the present paper is to provide a global presentation of the theory of special finsler manifolds. we introduce and investigate globally (or intrinsically, free from local coordinates) many of the most important and most commonly used special finsler manifolds: locally minkowskian, berwald, landesberg, general landesberg, $p$-reducible, $c$-reducible, semi-$c$-reducible, quasi-$c$-reducible, $p^{*}$-finsler, $c^{h}$-recurrent, $c^{v}$-recurrent, $c^{0}$-recurrent, $s^{v}$-recurrent, $s^{v}$-recurrent of the second order, $c_{2}$-like, $s_{3}$-like, $s_{4}$-like, $p_{2}$-like, $r_{3}$-like, $p$-symmetric, $h$-isotropic, of scalar curvature, of constant curvature, of $p$-scalar curvature, of $s$-$ps$-curvature. the global definitions of these special finsler manifolds are introduced. various relationships between the different types of the considered special finsler manifolds are found. many local results, known in the literature, are proved globally and several new results are obtained. as a by-product, interesting identities and properties concerning the torsion tensor fields and the curvature tensor fields are deduced. although our investigation is entirely global, we provide; for comparison reasons, an appendix presenting a local counterpart of our global approach and the local definitions of the special finsler spaces considered.",1,0,0,0,0
704.0054,"the hardy-lorentz spaces $h^{p,q}(r^n)$","in this paper we consider the hardy-lorentz spaces $h^{p,q}(r^n)$, with $0<p\le 1$, $0<q\le \infty$. we discuss the atomic decomposition of the elements in these spaces, their interpolation properties, and the behavior of singular integrals and other operators acting on them.",1,0,0,0,0
704.0061,intersection bodies and generalized cosine transforms,"intersection bodies represent a remarkable class of geometric objects associated with sections of star bodies and invoking   radon transforms, generalized cosine transforms, and the relevant fourier analysis. the main focus of this article is interrelation between generalized cosine transforms of different kinds in the context of their application to investigation of a certain family of intersection bodies, which we call $\lam$-intersection bodies. the latter include $k$-intersection bodies (in the sense of a. koldobsky) and unit balls of finite-dimensional subspaces of $l_p$-spaces. in particular, we show that restrictions onto lower dimensional subspaces of the spherical radon transforms and the generalized cosine transforms preserve their integral-geometric structure. we apply this result to the study of sections of $\lam$-intersection bodies. new characterizations of this class of bodies are obtained and examples are given. we also review some known facts and give them new proofs.",1,0,0,0,0
704.0065,littlewood-richardson polynomials,we introduce a family of rings of symmetric functions depending on an infinite sequence of parameters. a distinguished basis of such a ring is comprised by analogues of the schur functions. the corresponding structure coefficients are polynomials in the parameters which we call the littlewood-richardson polynomials. we give a combinatorial rule for their calculation by modifying an earlier result of b. sagan and the author. the new rule provides a formula for these polynomials which is manifestly positive in the sense of w. graham. we apply this formula for the calculation of the product of equivariant schubert classes on grassmannians which implies a stability property of the structure coefficients. the first manifestly positive formula for such an expansion was given by a. knutson and t. tao by using combinatorics of puzzles while the stability property was not apparent from that formula. we also use the littlewood-richardson polynomials to describe the multiplication rule in the algebra of the casimir elements for the general linear lie algebra in the basis of the quantum immanants constructed by a. okounkov and g. olshanski.,1,0,0,0,0
704.0068,a note about the {ki(z)} functions,"in the article [petojevic 2006], a. petojevi\' c verified useful properties of the $k_{i}(z)$ functions which generalize kurepa's [kurepa 1971] left factorial function. in this note, we present simplified proofs of two of these results and we answer the open question stated in [petojevic 2006]. finally, we discuss the differential transcendency of the $k_{i}(z)$ functions.",1,0,0,0,0
704.0069,dynamical objects for cohomologically expanding maps,"the goal of this paper is to construct invariant dynamical objects for a (not necessarily invertible) smooth self map of a compact manifold. we prove a result that takes advantage of differences in rates of expansion in the terms of a sheaf cohomological long exact sequence to create unique lifts of finite dimensional invariant subspaces of one term of the sequence to invariant subspaces of the preceding term. this allows us to take invariant cohomological classes and under the right circumstances construct unique currents of a given type, including unique measures of a given type, that represent those classes and are invariant under pullback. a dynamically interesting self map may have a plethora of invariant measures, so the uniquess of the constructed currents is important. it means that if local growth is not too big compared to the growth rate of the cohomological class then the expanding cohomological class gives sufficient ""marching orders"" to the system to prohibit the formation of any other such invariant current of the same type (say from some local dynamical subsystem). because we use subsheaves of the sheaf of currents we give conditions under which a subsheaf will have the same cohomology as the sheaf containing it. using a smoothing argument this allows us to show that the sheaf cohomology of the currents under consideration can be canonically identified with the derham cohomology groups. our main theorem can be applied in both the smooth and holomorphic setting.",1,0,0,0,0
704.0072,the decomposition method and maple procedure for finding first integrals   of nonlinear pdes of any order with any number of independent variables,"in present paper we propose seemingly new method for finding solutions of some types of nonlinear pdes in closed form. the method is based on decomposition of nonlinear operators on sequence of operators of lower orders. it is shown that decomposition process can be done by iterative procedure(s), each step of which is reduced to solution of some auxiliary pdes system(s) for one dependent variable. moreover, we find on this way the explicit expression of the first-order pde(s) for first integral of decomposable initial pde. remarkably that this first-order pde is linear if initial pde is linear in its highest derivatives.   the developed method is implemented in maple procedure, which can really solve many of different order pdes with different number of independent variables. examples of pdes with calculated their general solutions demonstrate a potential of the method for automatic solving of nonlinear pdes.",1,0,0,0,0
704.0073,a transcendental approach to koll\'ar's injectivity theorem,"we treat koll\'ar's injectivity theorem from the analytic (or differential geometric) viewpoint. more precisely, we give a curvature condition which implies koll\'ar type cohomology injectivity theorems. our main theorem is formulated for a compact k\""ahler manifold, but the proof uses the space of harmonic forms on a zariski open set with a suitable complete k\""ahler metric. we need neither covering tricks, desingularizations, nor leray's spectral sequence.",1,0,0,0,0
704.0074,injective morita contexts (revisited),"this paper is an exposition of the so-called injective morita contexts (in which the connecting bimodule morphisms are injective) and morita $\alpha$contexts (in which the connecting bimodules enjoy some local projectivity in the sense of zimmermann-huisgen). motivated by situations in which only one trace ideal is in action, or the compatibility between the bimodule morphisms is not needed, we introduce the notions of morita semi-contexts and morita data, and investigate them. injective morita data will be used (with the help of static and adstatic modules) to establish equivalences between some intersecting subcategories related to subcategories of modules that are localized or colocalized by trace ideals of a morita datum. we end up with applications of morita $\alpha$-contexts to $\ast$-modules and injective right wide morita contexts.",1,0,0,0,0
704.0079,operator algebras associated with unitary commutation relations,"we define nonselfadjoint operator algebras with generators $l_{e_1},..., l_{e_n}, l_{f_1},...,l_{f_m}$ subject to the unitary commutation relations of the form \[ l_{e_i}l_{f_j} = \sum_{k,l} u_{i,j,k,l} l_{f_l}l_{e_k}\] where $u= (u_{i,j,k,l})$ is an $nm \times nm$ unitary matrix. these algebras, which generalise the analytic toeplitz algebras of rank 2 graphs with a single vertex, are classified up to isometric isomorphism in terms of the matrix $u$.",1,0,0,0,0
704.0081,quantum deformations of relativistic symmetries,we discussed quantum deformations of d=4 lorentz and poincare algebras. in the case of poincare algebra it is shown that almost all classical r-matrices of s. zakrzewski classification correspond to twisted deformations of abelian and jordanian types. a part of twists corresponding to the r-matrices of zakrzewski classification are given in explicit form.,1,0,0,0,0
704.0086,clustering in a stochastic model of one-dimensional gas,"we give a quantitative analysis of clustering in a stochastic model of one-dimensional gas. at time zero, the gas consists of $n$ identical particles that are randomly distributed on the real line and have zero initial speeds. particles begin to move under the forces of mutual attraction. when particles collide, they stick together forming a new particle, called cluster, whose mass and speed are defined by the laws of conservation. we are interested in the asymptotic behavior of $k_n(t)$ as $n\to \infty$, where $k_n(t)$ denotes the number of clusters at time $t$ in the system with $n$ initial particles. our main result is a functional limit theorem for $k_n(t)$. its proof is based on the discovered localization property of the aggregation process, which states that the behavior of each particle is essentially defined by the motion of neighbor particles.",1,0,0,0,0
704.0087,approximate solutions to the dirichlet problem for harmonic maps between   hyperbolic spaces,"our main result in this paper is the following: given $h^m, h^n$ hyperbolic spaces of dimensional $m$ and $n$ corresponding, and given a holder function $f=(s^1,...,f^{n-1}):\partial h^m\to \partial h^n$ between geometric boundaries of $h^m$ and $h^n$. then for each $\epsilon >0$ there exists a harmonic map $u:h^m\to h^n$ which is continuous up to the boundary (in the sense of euclidean) and $u|_{\partial h^m}=(f^1,...,f^{n-1},\epsilon)$.",1,0,0,0,0
704.0091,groups with finitely many conjugacy classes and their automorphisms,"we combine classical methods of combinatorial group theory with the theory of small cancellations over relatively hyperbolic groups to construct finitely generated torsion-free groups that have only finitely many classes of conjugate elements. moreover, we present several results concerning embeddings into such groups.   as another application of these techniques, we prove that every countable group $c$ can be realized as a group of outer automorphisms of a group $n$, where $n$ is a finitely generated group having kazhdan's property (t) and containing exactly two conjugacy classes.",1,0,0,0,0
704.0095,geometry of locally compact groups of polynomial growth and shape of   large balls,"we get asymptotics for the volume of large balls in an arbitrary locally compact group g with polynomial growth. this is done via a study of the geometry of g and a generalization of p. pansu's thesis. in particular, we show that any such g is weakly commensurable to some simply connected solvable lie group s, the lie shadow of g. we also show that large balls in g have an asymptotic shape, i.e. after a suitable renormalization, they converge to a limiting compact set which can be interpreted geometrically. we then discuss the speed of convergence, treat some examples and give an application to ergodic theory. we also answer a question of burago about left invariant metrics and recover some results of stoll on the irrationality of growth series of nilpotent groups.",1,0,0,0,0
704.0097,conformal field theory and operator algebras,we review recent progress in operator algebraic approach to conformal quantum field theory. our emphasis is on use of representation theory in classification theory. this is based on a series of joint works with r. longo.,1,0,0,0,0
704.0098,sparsely-spread cdma - a statistical mechanics based analysis,"sparse code division multiple access (cdma), a variation on the standard cdma method in which the spreading (signature) matrix contains only a relatively small number of non-zero elements, is presented and analysed using methods of statistical physics. the analysis provides results on the performance of maximum likelihood decoding for sparse spreading codes in the large system limit. we present results for both cases of regular and irregular spreading matrices for the binary additive white gaussian noise channel (biawgn) with a comparison to the canonical (dense) random spreading code.",1,0,0,0,0
704.0099,on ando's inequalities for convex and concave functions,"for positive semidefinite matrices $a$ and $b$, ando and zhan proved the inequalities $||| f(a)+f(b) ||| \ge ||| f(a+b) |||$ and $||| g(a)+g(b) ||| \le ||| g(a+b) |||$, for any unitarily invariant norm, and for any non-negative operator monotone $f$ on $[0,\infty)$ with inverse function $g$. these inequalities have very recently been generalised to non-negative concave functions $f$ and non-negative convex functions $g$, by bourin and uchiyama, and kosem, respectively.   in this paper we consider the related question whether the inequalities $||| f(a)-f(b) ||| \le ||| f(|a-b|) |||$, and $||| g(a)-g(b) ||| \ge ||| g(|a-b|) |||$, obtained by ando, for operator monotone $f$ with inverse $g$, also have a similar generalisation to non-negative concave $f$ and convex $g$. we answer exactly this question, in the negative for general matrices, and affirmatively in the special case when $a\ge ||b||$.   in the course of this work, we introduce the novel notion of $y$-dominated majorisation between the spectra of two hermitian matrices, where $y$ is itself a hermitian matrix, and prove a certain property of this relation that allows to strengthen the results of bourin-uchiyama and kosem, mentioned above.",1,0,0,0,0
704.0102,duality and tameness,we prove a duality theorem for certain graded algebras and show by various examples different kinds of failure of tameness of local cohomology.,1,0,0,0,0
704.0104,"a geometric realization of sl(6,c)","given an orientable weakly self-dual manifold x of rank two, we build a geometric realization of the lie algebra sl(6,c) as a naturally defined algebra l of endomorphisms of the space of differential forms of x. we provide an explicit description of serre generators in terms of natural generators of l. this construction gives a bundle on x which is related to the search for a natural gauge theory on x. we consider this paper as a first step in the study of a rich and interesting algebraic structure.",1,0,0,0,0
704.0105,rigid subsets of symplectic manifolds,"we show that there is an hierarchy of intersection rigidity properties of sets in a closed symplectic manifold: some sets cannot be displaced by symplectomorphisms from more sets than the others. we also find new examples of rigidity of intersections involving, in particular, specific fibers of moment maps of hamiltonian torus actions, monotone lagrangian submanifolds (following the works of p.albers and p.biran-o.cornea), as well as certain, possibly singular, sets defined in terms of poisson-commutative subalgebras of smooth functions. in addition, we get some geometric obstructions to semi-simplicity of the quantum homology of symplectic manifolds. the proofs are based on the floer-theoretical machinery of partial symplectic quasi-states.",1,0,0,0,0
704.011,on equivariant embedding of hilbert c^* modules,"we prove that an arbitrary (not necessarily countably generated) hilbert $g$-$\cla$ module on a g-c^* algebra $\cla$ admits an equivariant embedding into a trivial $g-\cla$ module, provided g is a compact lie group and its action on $\cla$ is ergodic.",1,0,0,0,0
704.0111,invariance and the twisted chern character : a case study,"we give details of the proof of the remark made in \cite{g2} that the chern characters of the canonical generators on the k homology of the quantum group $su_q(2)$ are not invariant under the natural $su_q(2)$ coaction. furthermore, the conjecture made in \cite{g2} about the nontriviality of the twisted chern character coming from an odd equivariant spectral triple on $su_q(2)$ is settled in the affirmative.",1,0,0,0,0
704.0112,placeholder substructures iii: a bit-string-driven ''recipe theory'' for   infinite-dimensional zero-divisor spaces,"zero-divisors (zds) derived by cayley-dickson process (cdp) from n-dimensional hypercomplex numbers (n a power of 2, at least 4) can represent singularities and, as n approaches infinite, fractals -- and thereby,scale-free networks. any integer greater than 8 and not a power of 2 generates a meta-fractal or ""sky"" when it is interpreted as the ""strut constant"" (s) of an ensemble of octahedral vertex figures called ""box-kites"" (the fundamental building blocks of zds). remarkably simple bit-manipulation rules or ""recipes"" provide tools for transforming one fractal genus into others within the context of wolfram's class 4 complexity.",1,0,0,0,0
704.0115,smooth maps with singularities of bounded k-codimensions,we will prove the relative homotopy principle for smooth maps with singularities of a given {\cal k}-invariant class with a mild condition. we next study a filtration of the group of homotopy self-equivalences of a given manifold p by considering singularities of non-negative {\cal k}-codimensions.,1,0,0,0,0
704.0116,stringy jacobi fields in morse theory,"we consider the variation of the surface spanned by closed strings in a spacetime manifold. using the nambu-goto string action, we induce the geodesic surface equation, the geodesic surface deviation equation which yields a jacobi field, and we define the index form of a geodesic surface as in the case of point particles to discuss conjugate strings on the geodesic surface.",1,0,0,0,0
704.0124,proper j-holomorphic discs in stein domains of dimension 2,we prove the existence of global bishop discs in a strictly pseudoconvex stein domain in an almost complex manifold of complex dimension 2.,1,0,0,0,0
704.0125,anisotropic thermo-elasticity in 2d -- part i: a unified approach,in this note we develop tools and techniques for the treatment of anisotropic thermo-elasticity in two space dimensions. we use a diagonalisation technique to obtain properties of the characteristic roots of the full symbol of the system in order to prove $l^p$--$l^q$ decay rates for its solutions.,1,0,0,0,0
704.0129,on the total disconnectedness of the quotient aubry set,"in this paper we show that the quotient aubry set associated to certain lagrangians is totally disconnected (i.e., every connected component consists of a single point). moreover, we discuss the relation between this problem and a morse-sard type property for (difference of) critical subsolutions of hamilton-jacobi equations.",1,0,0,0,0
704.013,new simple modular lie superalgebras as generalized prolongs,"over algebraically closed fields of characteristic p>2, prolongations of the simple finite dimensional lie algebras and lie superalgebras with cartan matrix are studied for certain simplest gradings of these algebras. several new simple lie superalgebras are discovered, serial and exceptional, including superbrown and supermelikyan superalgebras. simple lie superalgebras with cartan matrix of rank 2 are classified.",1,0,0,0,0
704.0164,on smooth foliations with morse singularities,"let $m$ be a smooth manifold and let $\f$ be a codimension one, $c^\infty$ foliation on $m$, with isolated singularities of morse type. the study and classification of pairs $(m,\f)$ is a challenging (and difficult) problem. in this setting, a classical result due to reeb \cite{reeb} states that a manifold admitting a foliation with exactly two center-type singularities is a sphere. in particular this is true if the foliation is given by a function. along these lines a result due to eells and kuiper \cite{ku-ee} classify manifolds having a real-valued function admitting exactly three non-degenerate singular points. in the present paper, we prove a generalization of the above mentioned results. to do this, we first describe the possible arrangements of pairs of singularities and the corresponding codimension one invariant sets, and then we give an elimination procedure for suitable center-saddle and some saddle-saddle configurations (of consecutive indices). in the second part, we investigate if other classical results, such as haefliger and novikov (compact leaf) theorems, proved for regular foliations, still hold true in presence of singularities. at this purpose, in the singular set, $sing(\f)$ of the foliation $\f$, we consider {\em{weakly stable}} components, that we define as those components admitting a neighborhood where all leaves are compact. if $sing(\f)$ admits only weakly stable components, given by smoothly embedded curves diffeomorphic to $s^1$, we are able to extend haefliger's theorem. finally, the existence of a closed curve, transverse to the foliation, leads us to state a novikov-type result.",1,0,0,0,0
704.0165,frobenius-schur indicators for semisimple lie algebras,"let g be a finite dimensional complex semisimple lie algebra, and let v be a finite dimensional represenation of g. we give a closed formula for the mth frobenius-schur indicator, m>1, of v in representation-theoretic terms. we deduce that the indicators take integer values, and that for a large enough m, the mth indicator of v equals the dimension of the zero weight space of v. for the classical lie algebras sl(n), so(2n), so(2n+1) and sp(2n), this is the case for m greater or equal to 2n-1, 4n-5, 4n-3 and 2n+1, respectively.",1,0,0,0,0
704.0566,canonical singular hermitian metrics on relative canonical bundles,we introduce a new class of canonical azd's (called the supercanonical azd's) on the canonical bundles of smooth projective varieties with pseudoeffective canonical classes. we study the variation of the supercanonical azd $\hat{h}_{can}$ under projective deformations and give a new proof of the invariance of plurigenera.,1,0,0,0,0
704.0567,yield curve shapes and the asymptotic short rate distribution in affine   one-factor models,"we consider a model for interest rates, where the short rate is given by a time-homogenous, one-dimensional affine process in the sense of duffie, filipovic and schachermayer. we show that in such a model yield curves can only be normal, inverse or humped (i.e. endowed with a single local maximum). each case can be characterized by simple conditions on the present short rate. we give conditions under which the short rate process will converge to a limit distribution and describe the limit distribution in terms of its cumulant generating function. we apply our results to the vasicek model, the cir model, a cir model with added jumps and a model of ornstein-uhlenbeck type.",1,0,0,1,0
704.0581,counting characters in linear group actions,"let $g$ be a finite group and $v$ be a finite $g$--module. we present upper bounds for the cardinalities of certain subsets of $\irr(gv)$, such as the set of those $\chi\in\irr(gv)$ such that, for a fixed $v\in v$, the restriction of $\chi$ to $<v>$ is not a multiple of the regular character of $<v>$. these results might be useful in attacking the non--coprime $k(gv)$--problem.",1,0,0,0,0
704.0582,continuous interfaces with disorder: even strong pinning is too weak in   2 dimensions,we consider statistical mechanics models of continuous height effective interfaces in the presence of a delta-pinning at height zero. there is a detailed mathematical understanding of the depinning transition in 2 dimensions without disorder. then the variance of the interface height w.r.t. the gibbs measure stays bounded uniformly in the volume for any positive pinning force and diverges like the logarithm of the pinning force when it tends to zero.   how does the presence of a quenched disorder term in the hamiltonian modify this transition? we show that an arbitarily weak random field term is enough to beat an arbitrarily strong delta-pinning in 2 dimensions and will cause delocalization. the proof is based on a rigorous lower bound for the overlap between local magnetizations and random fields in finite volume. in 2 dimensions it implies growth faster than the volume which is a contradiction to localization. we also derive a simple complementary inequality which shows that in higher dimensions the fraction of pinned sites converges to one when the pinning force tends to infinity.,1,0,0,0,0
704.0583,on the kk-theory of strongly self-absorbing c*-algebras,"let $\dh$ and $a$ be unital and separable $c^{*}$-algebras; let $\dh$ be strongly self-absorbing. it is known that any two unital $^*$-homomorphisms from $\dh$ to $a \otimes \dh$ are approximately unitarily equivalent. we show that, if $\dh$ is also $k_{1}$-injective, they are even asymptotically unitarily equivalent. this in particular implies that any unital endomorphism of $\dh$ is asymptotically inner. moreover, the space of automorphisms of $\dh$ is compactly-contractible (in the point-norm topology) in the sense that for any compact hausdorff space $x$, the set of homotopy classes $[x,\aut(\dh)]$ reduces to a point. the respective statement holds for the space of unital endomorphisms of $\dh$. as an application, we give a description of the kasparov group $kk(\dh, a\ot \dh)$ in terms of $^*$-homomorphisms and asymptotic unitary equivalence. along the way, we show that the kasparov group $kk(\dh, a\ot \dh)$ is isomorphic to $k_0(a\ot \dh)$.",1,0,0,0,0
704.0588,a new approach to mutual information,"a new expression as a certain asymptotic limit via ""discrete micro-states"" of permutations is provided to the mutual information of both continuous and discrete random variables.",1,0,0,0,1
704.059,a low complexity algorithm and architecture for systematic encoding of   hermitian codes,"we present an algorithm for systematic encoding of hermitian codes. for a hermitian code defined over gf(q^2), the proposed algorithm achieves a run time complexity of o(q^2) and is suitable for vlsi implementation. the encoder architecture uses as main blocks q varying-rate reed-solomon encoders and achieves a space complexity of o(q^2) in terms of finite field multipliers and memory elements.",1,0,0,0,0
704.0595,"about curvature, conformal metrics and warped products","we consider the curvature of a family of warped products of two pseduo-riemannian manifolds $(b,g_b)$ and $(f,g_f)$ furnished with metrics of the form $c^{2}g_b \oplus w^2 g_f$ and, in particular, of the type $w^{2 \mu}g_b \oplus w^2 g_f$, where $c, w \colon b \to (0,\infty)$ are smooth functions and $\mu$ is a real parameter. we obtain suitable expressions for the ricci tensor and scalar curvature of such products that allow us to establish results about the existence of einstein or constant scalar curvature structures in these categories. if $(b,g_b)$ is riemannian, the latter question involves nonlinear elliptic partial differential equations with concave-convex nonlinearities and singular partial differential equations of the lichnerowicz-york type among others.",1,0,0,0,0
704.0596,the local structure of conformally symmetric manifolds,this is a final step in a local classification of pseudo-riemannian manifolds with parallel weyl tensor that are not conformally flat or locally symmetric.,1,0,0,0,0
704.06,solvability of linear equations within weak mixing sets,"we introduce a new class of ""random"" subsets of natural numbers, wm sets. this class contains normal sets (sets whose characteristic function is a normal binary sequence). we establish necessary and sufficient conditions for solvability of systems of linear equations within every wm set and within every normal set. we also show that partition-regular system of linear equations with integer coefficients is solvable in any wm set.",1,0,0,0,0
704.0608,on the homology of two-dimensional elimination,we study birational maps with empty base locus defined by almost complete intersection ideals. birationality is shown to be expressed by the equality of two chern numbers. we provide a relatively effective method of their calculation in terms of certain hilbert coefficients. in dimension two the structure of the irreducible ideals leads naturally to the calculation of sylvester determinants via a computer-assisted method. for degree at most 5 we produce the full set of defining equations of the base ideal. the results answer affirmatively some questions raised by d. cox.,1,0,0,0,0
